6.145367621163685401e-01,3.060011344993722182e-01,5.772942386311599172e-01,3.967544752086918924e-01,3.967171472245258346e-01,2.980227462509798531e-01,4.437454685227055773e-01,3.737436204365167658e-01,3.827678679204269963e-01,5.041472471229135888e-01,4.724016271775807740e-01,3.970428007736221399e-01,3.743315885940989296e-01,4.676707449253750259e-01
7.054832073577751439e-01,2.200129822128840396e-01,3.105862690975064178e-01,1.861691032245710309e-01,4.700574517655845552e-01,3.793738323257345724e-01,3.524352132153683037e-01,4.203471064992569395e-01,3.334731747048605421e-02,3.260620791786595918e-01,3.263817301323688747e-01,1.128505422191146967e-01,0.000000000000000000e+00,1.182985711207623220e-01
7.059908589499502840e-01,6.881932084195470090e-01,4.185870751600825890e-01,4.401062131833175517e-01,3.333333332870370147e-01,3.972058343056775187e-01,1.890897289322350239e-01,3.505812418659053908e-01,3.869642916875654093e-01,4.861800768015052676e-01,4.114597171877593662e-01,4.153813835934004328e-01,3.405167743651398848e-01,0.000000000000000000e+00
6.902642822167358583e-01,4.178100945539344746e-01,3.818910997707814503e-01,3.810773914710700039e-01,4.731893961172977114e-01,2.831878825011802103e-01,3.727457670575203275e-01,4.128695698324882923e-01,2.796292979433934178e-01,2.001548690715742873e-01,4.204144392941941977e-01,4.168914412277303083e-01,3.343494254735698279e-01,9.942762744236209593e-02
6.718996122929552506e-01,3.945280292992938143e-01,2.803055441983019480e-01,1.299079173135776200e-01,3.604710129008009689e-01,3.735172302890565899e-01,3.905200651775926346e-01,3.522132448927607351e-01,5.592988938591627601e-01,3.470164015341655750e-01,4.677786171800511483e-01,3.333333332870370147e-01,5.413294685617341395e-01,3.904118097143771671e-01
6.899401059319981711e-01,4.124761175867401319e-01,3.689419572254433732e-01,3.615447863113442351e-01,1.537175336061932795e-01,4.203964893216620702e-01,1.396789801674439280e-01,3.815865836935550814e-01,1.961075183946074107e-01,2.086303983846870269e-01,3.571218662121406484e-01,3.533056921968317221e-01,3.642947293178954160e-01,4.695082506810617784e-01
8.235423525675946710e-01,5.362764122664695488e-02,4.571682888705516090e-01,5.089138876135834710e-01,3.654732576237148534e-01,3.396318947013671763e-01,5.512364337588306906e-01,3.414639520426318020e-01,3.095887885457790367e-01,2.556278084618969770e-01,3.616659590444352146e-01,3.527081206477111208e-01,4.085060935412381244e-01,4.382270941096722550e-01
7.906333525540496510e-01,3.661575546486109944e-01,9.474382436544437347e-02,4.287985786066703664e-01,2.917074065207443390e-01,3.678009723069777248e-01,3.819982918015480400e-01,3.453493816932950433e-01,3.557600113222090799e-01,3.719625638417561886e-01,3.733905699307383252e-01,4.023207545445556255e-01,2.927543546873283553e-01,5.407923643466605590e-01
6.349935202011023350e-01,4.583123854293267851e-01,5.265114338496287294e-01,2.491856714124593697e-01,9.788961523454346725e-02,2.783136647371049488e-01,3.607297739001090742e-01,3.926531479893167753e-01,3.333333332870370147e-01,3.607330120769212667e-01,1.884269422633707558e-01,3.915462139567800759e-01,3.929473466428558548e-01,6.969987399245197723e-01
6.664424913717854615e-01,4.885375148125326583e-01,1.985293743196532290e-01,3.887856752815729150e-02,3.481060113938681533e-01,4.084275285979504511e-01,4.783592093080554219e-01,3.600328357653463929e-01,3.758222932542197303e-01,3.632199592262999599e-01,4.729095768755157136e-01,4.370635116107768336e-01,4.068362153327454434e-01,9.556202868662886374e-01
5.641326233530293693e-02,3.883712288251627287e-01,3.595326989812620555e-01,3.427415733017731836e-01,3.597552105727534477e-01,4.594173901168736585e-01,4.710835900825237066e-01,4.992936456057107120e-01,4.065752564014349923e-01,4.359735997942676411e-01,3.827047777109735538e-01,4.136105190567089251e-01,4.334720243606414725e-01,8.955617476813914069e-01
4.989461887882282731e-01,3.563088740597358806e-01,4.099296282752871168e-01,3.923339153644125332e-01,3.623424834932845173e-01,4.416013246556413918e-01,3.811003566582058522e-01,3.776705993186820209e-01,3.653869657576801488e-01,3.724046418566940853e-01,3.043340899272358735e-01,4.302247849514461153e-01,6.874008869265250121e-01,7.034775495376336396e-01
1.852906832145798932e-01,3.360826984987707600e-01,3.745814973558954653e-01,3.515339978020940448e-01,0.000000000000000000e+00,3.895171745937948682e-01,4.420581932008039727e-01,4.173941390983991195e-01,3.665846103451630977e-01,3.576981669010567133e-01,3.931677708431707274e-01,3.731048291829620611e-01,6.921109366500747262e-01,6.897111271916186448e-01
0.000000000000000000e+00,1.750851549012499148e-02,4.772373638204014390e-01,3.469392566881909779e-01,4.252000536760556226e-01,3.534353136988106492e-01,4.283050381781237648e-01,3.554507656518220982e-01,3.556788585268811365e-01,3.398812686786023551e-01,4.177769825741350918e-01,2.028471255142642315e-01,6.668122502323787781e-01,7.062739523689686161e-01
3.610774174713374945e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.131435048032742918e-01,1.328266005369288238e-01,3.311065975093663294e-01,4.883891863324790750e-01,2.390108690789505275e-01,2.738230905854792674e-01,1.994349635953185651e-01,2.676188466795417775e-01,2.413194236457018027e-01,2.674770746821501510e-01,7.017695893348872005e-01
